HORSEBACK RIDE,Explore the countryside on horseback,Indlovu DC,4,Equipment,Offered in English,Caroline,"I own Stormy Hill horse trails in the Natal midlands, South Africa where I have been guiding guests on horse rides for many years. Most of my horses have been bred at Stormy Hill and I do all the handling and training from when they are foals to when they blossom into fully fledged trail horses. I am passionate about animals and also have seven rescue dogs who enjoy accompanying us out on rides. I…+ More",$35 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,10,5,5.0,2 reviews,"https://maps.google.com/maps?ll=-29.683017,29.954366&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/555946?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
BIKE RIDE,Canmore and Area Mountain Bike Tours,Canmore,15,Equipment,Offered in English,Adam,"I am a 39 year old father of 3 young kids who has a passion for trail running and cycling. I have been mountain biking for over 13 years, most recently in Calgary and the Bow Valley. I enjoy meeting new people, and i REALLY love to share my passion for the valleys amazing trails with locals and international travelers. Over my years of biking, I have learned many mountain bike skills and…+ More",$40 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,12,6,4.5,2 reviews,"https://maps.google.com/maps?ll=51.090044,-115.350825&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/464537?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
ART CLASS,Zeichnen von Strukturen aus der Natur,Regen,3,,All languages welcome,Monika,"seit dem Jahr 2000 bin ich Mitglied im Berufsverband Bildender Künstler - BBK Landesverband Niederbayern e.V.
Ich bin Innenarchitektin mit einer fundierten künstlerischen Ausbildung.
Außerdem besitze ich ein Diplom über die Ausbildung zum Waldführer im Naturpark Bayerischer Wald.",$24 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,10,3,,,"https://maps.google.com/maps?ll=48.984488,13.190551&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/829637?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
FISHING,Denmar on The Greenbrier,Beard,9,"Food, Equipment and Transportation",Offered in English,Michael,"I am a son of Appalachia and have always loved Pocahontas County, WV. I have been coming here since my youth and I have witnessed many a thing of beauty in the Southern end of Pocahontas County; such as: it's wildlife, seasonal blooms, and glorious sunrises/sunsets/rainbows. At the same time I have come across a smallmouth bass fishing spot, access to tremendous tubing/swimming on a quiet stretch…+ More",$65 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,12,10,,,"https://maps.google.com/maps?ll=38.077678,-80.228714&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/793349?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
GUIDED HIKE,Trilha da Praia Vermelha - Imbituba,Ibiraquera,2,Equipment,All languages welcome,,"Após 15 anos como educador físico praticando e trabalhando com corridas de trilhas, canoagem, esportes radicais, pilates e treinamento funcional, criei os Caminhos da Aventura, que são trilhas organizadas com muita segurança, podendo-se observar as belezas naturais desta cidade. Ofereço a oportunidade para turistas e moradores explorarem e preservarem esse paraíso escondido nas praias de Imbituba.",$14 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,18,10,,,"https://maps.google.com/maps?ll=-28.135485,-48.641116&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/792976?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
ANIMAL ENCOUNTER,Swim with the Whale Sharks in Oslob,Cebu City,10,1 ticket and Transportation,Offered in English,Mary,"I am a 24-year-old girl from the Philippines, who loves to travel and meeting new people.
I've been living in Cebu all my life. I have a degree in Accounting but I teach English to foreign students online and I also run a business that is related to what I'm passionate about which is traveling. 
I love to share the history & culture of the Philippines and let you experience how to be a local.",$121 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,18,10,4.83,12 reviews,"https://maps.google.com/maps?ll=10.309478,123.891666&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/664285?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
PADDLEBOARDING,SUP experience in Nikko Chuzenji Lake,Nikko,2,Drinks and Equipment,Offered in English and Japanese,Daisuke,"Hi, it's Daisuke from Nikko. 
I used to snowboard and skateboard, and it led me to start SUP at the beach side. I realized that there was a lake endowed with nature in my hometown, and I bought a board and started enjoying SUP as a hobby.
It brought me a passion of showing the beautiful side of Lake Chuzenji through SUP to the people from all over the world! 
After completing JSCA certified SUP…+ More",$43 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,10,5,5.0,3 reviews,"https://maps.google.com/maps?ll=36.752521,139.461576&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/828247?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
ANIMAL CARE,Einem Imker über die Schulter gucken,Hartmannsdorf bei Kirchberg,2,Drinks,Offered in German,Antje,"Wir sind Andreas und Antje Kögl. Wir sind beide Imker mit Leib und Seele, wir leben mit unseren Bienen mitten im Wald. Zusammen haben wir den Grundlehrgang Imkerei belegt. Andreas hat den Lehrgang "" Qualitätsanforderungen für den Deutschen Honig gemäß den Bestimmungen zu den Warenzeichen des Deutschen Imkerbundes e.V. besucht.
Wir bilden uns regelmäßig weiter bei Doktoren der deutschen…+ More",$17 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,5,10,5.0,6 reviews,"https://maps.google.com/maps?ll=50.568136,12.564161&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/702329?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
DAY TRIP,"Boating, paddle surf & snorkel",Platja d'Aro,3,"Food, Drinks, Equipment and Transportation",All languages welcome,Alvaro,"Alvaro & Greta. We've been sailing the Costa Brava for 30 years. S' Agaró is a paradise to enjoy its caves, I know the most impressive hideouts you can imagine and I'll be happy to show you.",$114 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,2,8,4.9,42 reviews,"https://maps.google.com/maps?ll=41.800569,3.06507&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/215918?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
GUIDED HIKE,Redwood and Waterfall Hike,Caspar,2,Food and Equipment,Offered in English,Anne,"I am an author, a member of the Fort Bragg Visitors’ Committee, and a nature lover who agrees with John Steinbeck that: “The redwoods, once seen, leave a mark or create a vision that stays with you always...from them comes silence and awe.” I’ve lived here for 14 years and served as an enthusiastic travel guide to countless visitors and there's something about the redwoods that moves everyone to…+ More",$25 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,6,8,5.0,19 reviews,"https://maps.google.com/maps?ll=39.409612,-123.808027&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/497777?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
ANIMAL ENCOUNTER,Trilha para observação da Baleia,Vila Esperança,3,Equipment,Offered in Portuguese,Rodrigo,"Venha observar a baleia franca no refugio do seu berçário e conte com o conhecimento de um Condutor Ambiental Local, Guia de Turismo e estudante em Gestão Ambiental, que está em Imbituba desbravando os principais atrativos naturais da cidade a mais de 10 anos. Sou um apaixonado pela natureza e conheço muito sobre a geografia, fauna, flora, cultura e história de minha região.",$14 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,8,10,,,"https://maps.google.com/maps?ll=-28.191676,-48.662137&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/679018?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
MOTORCYCLE RIDE,dual sport motorcycle national forest VA,Eagle Rock,5,,Offered in English,Kenneth,"old giy who love to spend time in the mountains of VA in the national forest the county i live in is 51 percent national forest, enjoy riding my enduro motor cycle, and the ride i am offering goes thur 3 countys on dual sport motorcycles lots of dirt roads with little pavement travel up mountains and down some steep grades,great veiws and wild life, stops at lake roberson, coxs rock, fresh…+ More",$75 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,18,10,,,"https://maps.google.com/maps?ll=37.773747,-79.783473&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/896737?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
PHOTO CLASS,Waterfall photography Workshop,Ridgley,2,Equipment,Offered in English,Tony And Misa,I'm offering for you to learn with a professional photographer how to get off automatic on your camera and shoot professional looking pics. After a short time with me your photography skills will improve greatly. I'll ask what your knowledge is to ascertain your level and find your goal with this new knowledge. I'll explain the different sections you need on manual to get great pics. By teaching…+ More,$116 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,18,4,,,"https://maps.google.com/maps?ll=-41.159197,145.802691&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/914719?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
NATURE WALK,Forest Bath Walk to Beautiful Waterfall,Nichinan,3,Food and Drinks,Offered in English,Tai,"I am an expert to guide people using English in Japan's enjoyable places.
I was fascinated by Miyazaki's rich nature and warm relationships, I quit the global corporate auditor, left Tokyo where I was born and raised, and moved to Miyazaki with my family.
Currently, I manage a hot spring INN and also operate local guided tours.
I would like to convey the goodness of Nichinan City to people all…+ More",$45 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,12,4,5.0,2 reviews,"https://maps.google.com/maps?ll=31.679454,131.372555&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/790836?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
PADDLEBOARDING,3 h Paddle Board Trip on the Maumee,Waterville,3,"Food, Drinks and Equipment",Offered in English and German,Alexander,"After a teaching career at university (Outdoor Education), I followed my passion and opened my own yurt camp by Toledo and began offering SUP (Stand Up Paddle Board) trips on the Maumee River to my guests. 
Apart from SUPs, I have taught sailing, windsurfing, and kayaking to folks here in the United States, as well as Denmark, Germany, and Italy. 
With students, I have kayaked the Everglades,…+ More",$55 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,10,8,5.0,2 reviews,"https://maps.google.com/maps?ll=41.47613,-83.749472&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/590137?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
BOAT RIDE,"Sailing Adventures, whales & wildlife!",San Luis Obispo,2.5,Food and Drinks,Offered in English,Doug,I am a marine biologist and natural resource interpreter with a passion for exploration and adventure. My life revolves around water - from working as a research diver along California's coast to guiding people down whitewater rapids on the Trinity River to researching the marine ecosystems of the most remote island on the planet with National Geographic. My dream is to be able to share the joy…+ More,$79 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,8,6,4.95,130 reviews,"https://maps.google.com/maps?ll=35.171309,-120.754567&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/135612?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
NATURE WALK,BACK ROAD OF KAMPOT | 14 KM,Krong Kampot,4,"Food, Drinks, Equipment and Transportation",Offered in English,Makara,"My name is Makara; I am 22 years old. I started working with Butterfly Tours as a tour guide since 2018. Currently, I live in Kampot province. I am very passionate about taking travelers to the countryside. I believe that my offer will connect the travelers close to the indigenous people and understand more about their ways of life, eating, and living so on.",$17 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,18,5,4.0,1 review,"https://maps.google.com/maps?ll=10.610779,104.184476&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/863088?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
ZIPLINING,Arvorismo e tirolesa na Mata Atlantica,Tibau do Sul,2.5,Equipment,Offered in Portuguese,Ludmila,"vivo na Praia da Pipa há 15 anos, em 2009 montamos o único parque de arvorismo do estado dentro de uma área de reserva de Mata Atlântica completamente preservada. A Praia da Pipa é o lugar que escolhemos para chamar de casa, amamos este paraíso e lutamos pela preservação do lugar. A mata e atividades nela desenvolvidas contribui para educação ambiental e para sustentabilidade do destino.",$22 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,6,10,5.0,3 reviews,"https://maps.google.com/maps?ll=-6.229462,-35.049124&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/403635?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
GUIDED HIKE,Nature Photography on a Hiking Trip,Valdivia,10.5,"Food, Drinks, 1 ticket and Transportation",Offered in Spanish,Manuel,"Desde 1998 estudié Biología Marina y Fotografía. Realicé ciencias (investigación, educación y conservación) recorriendo Chile durante 18 años. Esta trayectoria me permite ser miembro de la IUCN para Latinoamérica y asesorar a organizaciones ambientales nacionales. Hoy mezclo mis estudios disfrutando la naturaleza de Los Ríos, comparto conocimientos, realizo talleres de conciencia ambiental,…+ More",$43 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,18,6,5.0,5 reviews,"https://maps.google.com/maps?ll=-39.839381,-73.237266&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/394438?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
KAYAKING,Kayak along the Seneca-Cayuga Canalway,Waterloo,1.5,Equipment,All languages welcome,Lisa,"I was born in the area and retired here recently after teaching in NYC for 15 years. I have owned a kayak and paddleboard for 20 years. I am an avid bird and nature watcher. I look forward to showing you a beautiful side of New York State!
-CPR/Firstborn Aid Certified",$60 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,18,8,5.0,16 reviews,"https://maps.google.com/maps?ll=42.905702,-76.864072&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/305809?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
NATURE WALK,Gemstone Collecting Tour,Gyöngyöstarján,5,"Food, Drinks and Equipment",Offered in English and Hungarian,Zsófia,"My husband, János Koós-Varju and me, we got to know - the Mátra's ""semi precious"" gemstone sites, and learned the basics of cutting and polishing, have bought the necessary machines and equipments. His basic education is mechatronic technician and he is a Power Engineering engineer. I have diploma at the Faculty of ""Tourism and Hotel"" and I am a village host. I love tourism as a host and also as a…+ More",$72 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,10,10,,,"https://maps.google.com/maps?ll=47.810799,19.863844&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/778262?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
BIKE RIDE,Beautiful MTB-track in the Netherlands,Groesbeek,3,Drinks and Equipment,"Offered in Dutch, English and German",Elisa & Rens,"Hey, we are Elisa and Rens van Meegen. Real forest, hiking and MTB lovers. Rens was trainer at the MTB-club and is member of the NTFU. We have technical skills, safety skills and an extensive knowledge of the area. This experience is really about cycling in the forest. With our guests we take an adventurous tour to enjoy the scenery in this beautiful area. We are responsible guides with a lot of…+ More",$26 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,14,10,5.0,4 reviews,"https://maps.google.com/maps?ll=51.778786,5.891849&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/270763?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
