WINE TASTING,Dark Sky Experience- Wine & Stars,Baker City,4,"Food, Drinks, Equipment and Transportation",Offered in English,Daniel,"Hi, I'm Dan, founder of Go Wild: American Adventures. Eastern Oregon is where I have worked, played, and lived since I was chasing cows across fields at age 5. I worked 6 seasons with the ecology program of our local Forest Service before graduating with a BA in Anthropology. Those experiences, and my love for traveling (I've spent considerable time in Korea, Europe, and Latin America), led me to…+ More",$105 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,3,10,,,"https://maps.google.com/maps?ll=44.776079,-117.829517&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/711759?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
GUIDED HIKE,Trilha para a Praia do Gravatá,Mar Grosso,2.5,Transportation,Offered in Portuguese,Romulo,Sou neto de pescadores de familias tradicionais da cidade e conheço cada canto desse lugar. Poder apresentá-la às pessoas pedalando ou caminhando será um prazer!,$13 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,12,10,,,"https://maps.google.com/maps?ll=-28.495898,-48.761974&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/460409?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
HISTORY WALK,Explore Hidden Castles,Naha,4.5,Transportation,Offered in English,Natalia,"Have you ever wished to experience an “Indiana Jones moment”, walking through the nature and finding forgotten sites, such as: kings’ tombs, sacred shrines, power spots and castle ruins from the kingdom era? Currently I work on several cultural projects, and a part of my job and a spare time hobby is learning about the history, and discovering many hidden gems of this beautiful island. I know more…+ More",$82 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,7,4,5.0,44 reviews,"https://maps.google.com/maps?ll=26.216139,127.694415&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/239936?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
GUIDED HIKE,Explore a Secret Slot Canyon in UTAH!,Kanab,3,"Food, Drinks and Transportation",Offered in English,Tyler & Karie,"Ben and Tyler Cornell are the Father Son duo! They are natives to Kanab, UT and have been guiding visitors here for 30+ years! Ben and Tyler were the first guides in the area to offer tours into the back country and surrounding National Parks. They have guided tours ranging from extreme white water rafting to exciting back county canyons. Guides are both CPR and first responder certified. Our…+ More",$99 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,2,5,4.96,46 reviews,"https://maps.google.com/maps?ll=37.04605,-112.52719&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/283709?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
PADDLEBOARDING,Sunrise & Sunset Paddle Boarding Tours,Bluffton,2,Equipment,Offered in English,Roddy,"I take individuals, families or small groups on Sunrise and Sunset Stand Up Paddle Board tours of the beautiful May River in Bluffton, SC with StandandPaddle. It's a very beautiful and scenic environment, full of wildlife ( like Dolphins ). I give full instructions and safety info beforehand. I've been doing paddle tours for the past 8 years and I'm also competitive SUP racer. I LOVE paddle…+ More",$44 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,10,9,5.0,26 reviews,"https://maps.google.com/maps?ll=32.232798,-80.86642&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/580250?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
YOGA CLASS,Yoga by the Sea,Vis,1,Equipment,Offered in English,Lea,"I am founder of non- profit ecology association Islomania – Vis, also I am passionate ecologist, nature and animal lover. I enjoy water sports: windsurfing, surfing and paddle boarding. I started practicing yoga 20 years ago and I accomplished 200 hours teacher traning. I love Sea and Yoga.",$12 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,18,6,5.0,5 reviews,"https://maps.google.com/maps?ll=43.039894,16.230334&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/727291?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
BOAT RIDE,Private Dolphin Tours,St. Augustine,2,,Offered in English,Christopher,US Coast Guard licensed captain with 20 years of experience thrilling clients with dolphin and eco touring excursions on the pristine waters surrounding St. Augustine,$75 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,4,6,5.0,39 reviews,"https://maps.google.com/maps?ll=29.879726,-81.321368&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/392067?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
ANIMAL CARE,Learn horse whispering in Gurgaon,Gurugram,1.5,Drinks,Offered in English,,"We are a French-Indian couple who used to work in the corporate world until we decided, a few years ago, to turn our passion into our work. We trained at the world renowned Monty Roberts Natural Horsemanship Centre in California and spent several years learning from various professionals around the world, including Mongolia, Argentina, New Zealand, Mozambique, South Africa, the UK etc.",$46 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,10,2,4.89,9 reviews,"https://maps.google.com/maps?ll=28.355209,77.005566&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/67445?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
ANIMAL CARE,Farm & Animal Tour,Atiamuri,1,"Food, Equipment and Transportation",All languages welcome,Angie,"Hi, I'm the owner of Rotorua Farm Stay and over the years I have found that guests have really enjoyed meeting our friendly animals and a tour about the picturesque farm land and gardens of the beautiful Ngakuru countryside. I would love to share this fun experience with more travellers and share a piece of paradise with visitors to Rotorua. The farm animals are people friendly and you can get…+ More",$35 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,2,10,,,"https://maps.google.com/maps?ll=-38.327014,176.131773&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/895417?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
PADDLEBOARDING,Saint Malo en Paddle avec Loc’Malouine,Saint-Malo,2,Equipment,Offered in French,Endelvy,"Malouin d’origine et passionné des sports nautiques depuis mon plus jeune âge, je vous propose de venir découvrir mon terrain de jeu depuis toujours, là bai de Saint Malo, ses îles et son histoire.
Quoi de mieux que les Paddles de Loc’Malouine pour partager un moment inoubliable au plus prêt des éléments?
Au départ de la plage de Bon Secours aux pieds des remparts, en paddle individel ou XL pour 8…+ More",$29 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,5,10,4.33,3 reviews,"https://maps.google.com/maps?ll=48.649626,-2.02861&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/632673?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
NATURE WALK,Abenteuer Waldbaden,Tauberbischofsheim,3,Equipment,Offered in German,Anke,"Hallo, ich bin Anke, Personal Relax Coach Die Zauberin. Ich zeige euch wunderbare magische Orte rund um Tauberbischofsheim. Ihr könnt auf meinen Touren die Natur und ihre Kraft mit allen euren Sinnen erleben, lernen und die eigenen Stärken finden. 
Die Natur ist mein Zuhause. Ich verbringe so viel Zeit wie möglich im Grünen. Als Personal Relax Coach biete ich Waldbaden und Osflow_Entspannung an …+ More",$29 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,6,10,,,"https://maps.google.com/maps?ll=49.633095,9.672212&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/737514?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
KAYAKING,Sea Lions or Balandra Kayak Expedition,La Paz,4,Food and Drinks,Offered in English,Pete,"I´m a marine biologist, explorer and entrepeneur. My main focus is on sharks research, and I specialized in hammerhead sharks. With my background as biologist, scientific and recreational scuba diver and my passion for the ocean, I want to share the natural wonders of Baja, with people that are looking far more than just a simple tour. Great experiences enriched with knowledge and adventure.",$68 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,8,8,4.9,20 reviews,"https://maps.google.com/maps?ll=24.162513,-110.31717&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/247146?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
ANIMAL ENCOUNTER,Journey to Largest Elephants Gathering,Moragaswewa,4.5,"Food, Drinks, Equipment and Transportation",Offered in English,,"Hello Friend!
I am Yohan , got an interest to discover wildlife. Minneriya and Kawudulla, Sri Lanka are national parks and it is home for thousand of animal varieties in the world. 

So over 10 years, time to time I have visited Minneriya and Kawudulla for searching Elephants and I were explored that one of amazing behavior of elephants . 

For a specific time period Elephants visit other located…+ More",$65 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,2,6,,,"https://maps.google.com/maps?ll=8.032518,80.771851&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/654776?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
FISHING,Sunset Salmon Trip on Lake Michigan!,Milwaukee,3,Equipment,Offered in English,Joseph,"When you book this experience you are booking a private charter for up to 3 people. The price below is for the whole trip, not per person. 

I am Captain Joe Kutschenreuter and I run Let's Joe Fishing Charters. I was born in Waukesha Wisconsin and I've been fishing and teaching people how to fish my whole life. I love the outdoors and sharing the experience with others. I spent the last two…+ More",$360 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,6,1,,,"https://maps.google.com/maps?ll=43.052012,-87.883032&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/737560?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
KAYAKING,Half Day Sea Kayak Trip on Ullswater,Glenridding,3,Equipment,Offered in English,Leigh,"I'm lucky enough to have had the opportunity to gain 30 years of experience in Sea Kayaking around the world. Scotland, The Maldives, Greece, Italy, Spain, New Zeland, Gozo, and other places have been paddled and enjoyed.
The ethos is always the same. Experience a nice day, have a chat, pass on a bit of knowledge to, and learn from, people looking for a similar venture.",$78 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,16,6,,,"https://maps.google.com/maps?ll=54.544578,-2.946084&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/704299?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
NATURE WALK,5 in 1: Day Trip Jungle & Waterfalls,Montego Bay,9.5,"Food, Drinks, 1 ticket and Transportation",Offered in English,Irina & IRIELAB,"NOTE: Inquire about dates if none available!

Your Hosts: Irina and Derrick

My name is Irina. I’m an entrepreneur, traveller and Airbnb superhost. I live in Jamaica and I've been exploring the island since 2014 to find amazing OFF THE BEATEN PATH places, and I can now share them with our guests!

Derrick is my Jamaican friend and one of the best guides in Jamaica. He’s officially qualified…+ More",$129 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,10,15,4.98,66 reviews,"https://maps.google.com/maps?ll=18.51498,-77.880957&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/143362?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
KAYAKING,Kayak in La Jolla (7 Sea Caves),San Diego,1.5,Equipment,Offered in English,Michael,"I have loved being on the water since I can remember and pursued this passion as soon as I graduated college. With a friend, I started Everyday California, an ocean adventure company, in 2010. Our GUIDES are experts on the water and will make sure you have a memorable experience! 

We are permitted by the City of San Diego and SD's Lifeguard Services to operate a kayak concession in La Jolla.",$50 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,5,10,4.83,1880 reviews,"https://maps.google.com/maps?ll=32.854006,-117.254315&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/132375?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
GUIDED HIKE,Trekking & Cinema with donkeys,Santo Stefano di Sessanio,4,Drinks,Offered in English and Italian,Chiara,"I'm the president of Gira e Rigira: an amateur sports association born in the summer of 2017 from the union of lovers of nature, animals and their endless relationships with the human being. We have chosen Santo Stefano di Sessanio for its authenticity, beauty and historical-cultural hints that we have interpreted and repurposed. We are lucky to live among beautiful landscapes and we love share…+ More",$29 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,6,10,5.0,1 review,"https://maps.google.com/maps?ll=42.346554,13.645299&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/172928?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
NATURE WALK,Nature Art Journal amongst Wildflowers,Highfields,20,,Offered in English,Maree,"I'm passionate about Native Nature and have a wide ranging knowledge of local Flora and Fauna. I also run workshops with local Councils on 'Slow Gardening' - creating Mindful Gardens that inspire peacefulness, offering Habitat for Wildlife whilst at the same time producing food with minimal impact. The local Wildflowers and Wildlife are amazing! On the walk I point out some of the many fascinating…+ More",$11 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,18,10,4.0,1 review,"https://maps.google.com/maps?ll=-32.958372,151.713841&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/623276?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
BOAT RIDE,Sea World Day Pontoon BabyChar,San Andrés,8,"Food, Drinks, Equipment and Transportation","Offered in English, Portuguese and Spanish",Ann Charelene,"Hello Friends, I am Ann Charelene ""Char"" and My Husband John Fredy Rico, we are a couple with a gift of people, we are able to give people the opportunity to let themselves be known and known, that's why I like to work in Tourism, because we are able to transmit Our Experience in our Nature to my Guests and Passengers.
I am able to make our friends feel comfortable with our experience, that in the…+ More",$29 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,2,10,4.94,35 reviews,"https://maps.google.com/maps?ll=12.580185,-81.69501&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/443768?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
SCUBA DIVING,Discovery Scuba Diving,Pula,2.5,Equipment,Offered in English,Olga,"When I discovered diving, I left the Event Manager job and started for a new profession from my hobby. Started with diving 18 years ago, and I've been an instructor for the past 10 years. I am happy that the other co-owners share my enthusiasm and pleasure with diving, and our biggest reward is to share it with our guests, especially new divers.
Our Team are: Zeljko Momic -SSI & PSS Instructor…+ More",$71 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,10,10,5.0,7 reviews,"https://maps.google.com/maps?ll=44.835642,13.841596&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/801394?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
BOAT RIDE,Pôr do Sol velejando no Lago Paranoá,Asa Sul,3,Drinks and Equipment,All languages welcome,Claudio,"Nasci em Brasília e navego há mais de 20 anos no Lago Paranoá.
Sou Mestre Amador e Aquaviário Marinheiro Fluvial certificado pela Marinha do Brasil.
Me apaixonei pela Vela e participo regularmente de regatas em Brasília e em outras cidades litorâneas Brasileiras.
Já velejei também no Rio de Janeiro, Angra dos Reis, Parati, Florianópolis, Salvador, Recife, Fernando de Noronha, Flórida, Caribe e…+ More",$79 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,10,4,4.91,22 reviews,"https://maps.google.com/maps?ll=-15.818375,-47.866141&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/452895?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
HISTORY WALK,Discover an Ancient Mountain Temple,Yamagata,2,1 ticket,Offered in English,John,"Originally from America, I have lived in Yamagata, Japan for two years, and am member of a startup inbound travel company, The Hidden Japan. Our mission is to reveal the treasures of the Tohoku region to overseas visitors, starting in the Yamagata prefecture. I am working with people in the community to build enriching experiences that highlight the unique culture, craft, and history of northern…+ More",$29 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,10,10,5.0,2 reviews,"https://maps.google.com/maps?ll=38.310646,140.435797&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/713598?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
