FARM VISIT,Traditional Farm Day,Orivesi,3,,Offered in English,Kati,I am the owner of the Korpelan torppa - Korpela Croft. I have lived at the croft since I was a child. Life at the croft is a mix of the old days and modern life. At the croft we will provide our guests an oppotunity to get a genuine experience of traditional Finnish rural culture.,$18 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,18,5,,,"https://maps.google.com/maps?ll=61.777028,24.639601&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/929152?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
BIKE RIDE,Bucerias Sunset Bike & Food Tour,Bucerías,3.5,"Food, Drinks and Equipment",Offered in English,Jillian,"I have owned and operated Bici Bucerias with my husband Joel for almost 6 years, in the amazing, sweet town of Bucerias! Joel has been an avid cyclist for over 15 years and loves to share his love of cycling, food, drink, and Mexico with everyone, this is how Bici Bucerias was created!",$82 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,16,8,5.0,9 reviews,"https://maps.google.com/maps?ll=20.749397,-105.329012&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/163056?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
BOAT RIDE,Navega en velero al estilo tradicional,Puerto Montt,3.5,"Food, Drinks, Equipment and Transportation",Offered in Spanish,Sebastian,"Mi nombre es Sebastián, desde pequeño he tenido experiencias cercanas con el mar, ya sea navegando por los fiordos de la décima región, trabajando a bordo de embarcaciones o aprendiendo los secretos de la navegación a vela. Cuento con más de 10 años de experiencia en Ecoturismo. Hace más de 5 años que organizo experiencias gastronómicas, administrando una panadería artenasal y ofreciendo tours…+ More",$96 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,18,8,,,"https://maps.google.com/maps?ll=-41.475802,-72.949794&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/747930?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
ROCK CLIMBING,Rock/ice climbing near Tremblant,La Conception,6.5,Equipment,Offered in English and French,Leopold,"Hi ! My name is Leopold and I am the proud owner of La Liberté Nord-Sud, a climbing school specialized in teaching rock climbing, ice climbing and mountaineering. Our school is certified by the Fédération québécoise de la montagne et de l'escalade. 

Since 2011. our mission is to introduce you to the wonders of mountain sports. 

We look forward to seeing you soon at either end of the rope.",$75 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,8,8,5.0,9 reviews,"https://maps.google.com/maps?ll=46.125684,-74.679395&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/506487?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
SURF LESSON,The thrill of Wake Surfing (6 people),Kawartha Lakes,1,"Drinks, Equipment and Transportation",Offered in English,Debbie,"This is with a max of 6 people (One price for 6 people)

We have been boating for 30 years in Canada and 4 years ago we started Wakesurfing and Wakeboarding. It started off with our family and friends of the family. We have learned the steps and techniques to help people get started. This is a low pressure fund time. We currently use a MasterCraft X20 to create the best possible surfing…+ More",$197 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,8,1,,,"https://maps.google.com/maps?ll=44.50935,-78.640357&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/848224?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
GUIDED HIKE,Passeios na Chapada Diamantina,Lençóis,10.5,Food,Offered in Portuguese,Léo,"Sou Léo, nativo, consultor de passeios de caminhadas pelo Vale do Pati, Morro do Pai Inácio, Cachoeira do Mosquito, Gruta da Lapa Doce, Poço Encantado e Poço Azul , de carro no Parque Nacional da Chapada Diamantina - Bahia!
Existe locais privados, que precisam pagar para entrar, que irá pagar nos locais.",$44 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,10,10,,,"https://maps.google.com/maps?ll=-12.564494,-41.389911&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/562242?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
PHOTO WALK,Photo Shoot Matterhorn,Zermatt,5,Drinks and Equipment,All languages welcome,Rolands,"Photography is my hobby, passion, and lifestyle. I've been dreaming of becoming a photographer since I was a child and lately the dreams came true. I am working for a media company based in Zurich where I have the possibility to learn from the best.",$146 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,2,10,5.0,4 reviews,"https://maps.google.com/maps?ll=46.025727,7.748733&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/712121?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
BIKE RIDE,Discover Valparaiso in an E-BIKE,Valparaíso,3,Drinks and Transportation,Offered in English and Spanish,Felipe,"I am a dreamer and an entrepreneur. Co-founder of INTIBIKES.
My means of transport in Valparaíso is the electric bicycle, since its geography is Cerros, this transport allows to climb more easily.
I like that the people who come to know Valparaíso do it in a different way, from the intangible and knowing how the inhabitants of this beautiful city really live.",$46 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,16,7,5.0,7 reviews,"https://maps.google.com/maps?ll=-33.042171,-71.626293&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/484559?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
OUTDOOR SPORTS,Parasailing Rovinj,Rovinj,1,Equipment,All languages welcome,Edi,"I am Edi and I drive parasailing boat 4 years. I have a many experience and you will for sure enjoy with us in the air. I am 31 years old and I also work in school like a teacher of physics.
My cohoust is Romina Batajlić. She have 2 years exerience on our Parasailing boat.",$44 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,4,8,5.0,1 review,"https://maps.google.com/maps?ll=45.060164,13.663677&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/334867?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
NATURE WALK,Reconnect with Nature in Buenos Aires,Tigre,6.5,"Food, Drinks, Equipment and Transportation","Offered in English, Portuguese and Spanish",Horacio,"After decades exploring sites of Nature and exercising there intense physical training (rowing, open water swimming, Nordic skiing) and psycho-physical disciplines (yoga, meditation), based on those experiences and knowledge I designed these Airbnb Experiences in the Paraná Delta were we take advantage of a nurturing natural environment for reconnecting with oneself – by means of guided practices…+ More",$104 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,2,4,4.85,13 reviews,"https://maps.google.com/maps?ll=-34.425224,-58.58086&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/131921?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
DAY TRIP,Horse ride hidden roads of Terelj park,Ulaanbaatar,10,"Food, Drinks, 1 ticket, Equipment and Transportation",Offered in English,,"My name is Munkhbaatar or Mogi. Born and raised in Ulaanbaatar, attended high school and college on academic scholarship, studied physics. Returned to Mongolia in 2012. I'm a horse guide, city tour guide, interpreter and an athlete. I have experience in organizing tours, hosted 100+ travelers, private and group horse trekking adventures, jeep tours to South Gobi, Lake Khuvsgul, Khustai national…+ More",$99 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,8,7,5.0,21 reviews,"https://maps.google.com/maps?ll=47.91537,106.905426&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/300854?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
NATURE WALK,"Trekking Purmamarca, Sendas de Viltipoco",Purmamarca,4,,Offered in Spanish,Aniacho,"Soy Aniacho, Guía de Turismo de la provincia de Jujuy. Me dedico a ofrecer al visitante experiencias personalizadas, en las cuales trato de compartir información sobre los lugares que visitan los turistas, te puedo contar desde las plantas nativas y sus usos medicinales, arqueología, geología... hasta de las costumbres locales de esta región andina.",$25 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,8,7,5.0,1 review,"https://maps.google.com/maps?ll=-23.746967,-65.49787&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/616419?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
GUIDED HIKE,Mountain hiking and delicious local food,Bergen,3,Food,Offered in English and Norwegian,Frank,"I was born in Bergen close to the mountain above Bergen city. 
This mountains is a recreation area for the people in Bergen. And there are plenty of hiking tracks/roads you can choose. 
After 50 years in this mountains i have my favorite for sure. And i would love to show you some of this lovely part of Bergen. 
Last 10-15 years i have work as a tour leader in Italy, so i know how to make my…+ More",$48 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,10,10,4.82,11 reviews,"https://maps.google.com/maps?ll=60.39825,5.329149&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/847667?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
GUIDED HIKE,"Explore Lakes, Volcanoes, and Waterfalls",Puerto Varas,9,"Food, 1 ticket and Equipment",Offered in Spanish,Victoria,"Nacida y criada en un entorno natural en medio de montañas y valles, la inercia me llevó a estudiar Ecoturismo, especializándome en guiado avanzado. Gracias a una beca, viajé a Australia a especializarme en planificación territorial y turismo sustentable, para luego continuar con diplomados en Planificación Ambiental de Proyectos, Diseño en Permacultura y Conservación de Humedales. Con más de 10…+ More",$106 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,8,7,5.0,10 reviews,"https://maps.google.com/maps?ll=-41.324493,-72.97342&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/264219?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
SURF LESSON,#1 Learn to Surf in Venice Beach,Marina del Rey,2,Equipment,Offered in English,Stephen,"I've been surfing for over a decade and I'm really passionate about it. It's something that inspires me and makes me move forward. My goal is for you to have fun and take a great experience on board.
Every year my friends and I would go for surf trips all over the world from Costa Rica to Bali to gain more experience and knowledge that we would be happy to share with you.
Throughout my teaching…+ More",$45 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,12,10,4.86,955 reviews,"https://maps.google.com/maps?ll=33.976701,-118.470341&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/53228?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
SNORKELING,Eco-Adventure & Snorkel Excursion,Hamilton,4,"Food, Drinks and Equipment",Offered in English,Weldon,"My name is Weldon Wade and I am a proud Bermudian with a passion for the ocean and diving. One of my earliest memories is of my father tossing me into the water at Horseshoe Bay beach. Good news is that I survived! :-) Fast forward a while and now I am the first and only Bermudian certified SCUBA diver, rebreather and freediver. Diving has taken me all over the world. In 2011 I founded an…+ More",$175 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,13,3,5.0,1 review,"https://maps.google.com/maps?ll=32.291799,-64.786502&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/611557?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
NATURE WALK,Conoce el encanto natural de Valle Edén,Tacuarembó,9,"Food, Drinks, 1 ticket and Transportation",All languages welcome,Alejandro,"Soy Alejandro. Viví toda mi infancia vinculado al campo y a lo natural, aprendí mucho a respetar la naturaleza, esa es la razón por la cuál me decidí a compartir toda esa experiencia con personas qué gusten vivirlas de manera sencilla.",$60 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,18,10,,,"https://maps.google.com/maps?ll=-31.711977,-55.973582&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/688247?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
BIKE RIDE,Explore Helsinki by Bike + BBQ & Sauna,Helsinki,5,"Food, Drinks, 1 ticket, Equipment and Transportation",Offered in English,Luca,"I am an Activist-Environmentalist, organizing cycling events---such as ¨The World Naked Bike Ride¨ on the 20th of July--in several European countries. For almost twenty years, I devoted my life to bicycles, I don´t own a car, I use a cargo bicycle for heavy transportation, and I also travel by bicycle around the world (BikeTravelTheater.org). Nature, Bicycles, and Finnish culture are my main…+ More",$63 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,2,10,4.94,48 reviews,"https://maps.google.com/maps?ll=60.189034,24.961185&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/396040?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
YOGA CLASS,Yoga experience with Summerhaze #1,Ogden,3,Food and Equipment,Offered in English,Summerhaze,"I have been a resident of Utah all my life exploring this beautiful state and I have been practicing yoga for over 15 years. I love reconnect to that sense of inner peace that the yoga practice has to offer. Recently, I obtained a 200 hour certification through a Yoga Alliance locally accredited school to deepen my practice and confidently offer it to others. I wish to tailor a session to meet the…+ More",$18 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,18,6,,,"https://maps.google.com/maps?ll=41.23679,-111.9291&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/928432?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
BIKE RIDE,looking for squirrels in the Monza Park,Monza,3,"Food, Drinks, Equipment and Transportation",Offered in English and Italian,Mario,"I am a Mountain Bike Guide, and I have made it my job for 10 years.
Biker, mountaineer, hiker, ski mountaineer: I have always lived the outdoor at its fullness.
With me you could Explore, Experience and Discover the nature and history of Monza Park and the surrounding Brianza, enjoying exciting BikeXperiences riding a bike.
Monza is near to Milan and Lake Como: I will be glad to take the most…+ More",$56 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,18,10,5.0,1 review,"https://maps.google.com/maps?ll=45.608206,9.277982&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/380852?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
SCENIC RUN,Running Tour in a 2000+ year old city,Nijmegen,2,Food and Drinks,Offered in English,Kiki,"I'm a physical therapist and besides this a fervent runner, blogger and traveler. In terms of behavior I am a real people person and open-minded. I studied in the beautiful city Nijmegen and while doing this I discovered the best places away from the crowds for my daily runs. My knowledge about Nijmegen increased a lot, thanks to my grandparents: they were born and raised here and thought me a lot…+ More",$17 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,18,8,,,"https://maps.google.com/maps?ll=51.843236,5.864858&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/881570?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
PHOTO WALK,Experiência fotográfica na natureza,Capela de Santana,4,"Food, Drinks and Equipment",Offered in Portuguese,Ramon,"Sou um jovem fotógrafo especializado em fotografia equestre e de natureza. Estudei fotografia em Porto Alegre em 2012 desde então atua na área fotografando cavalos e seu ambiente natural, inserindo modelos e casais neste ecossistema. Ainda, sou proprietário junto da minha família, de uma cabanha de criação de cavalos crioulos, cenário natural das minhas imagens, onde nasci, morei e cresci.",$169 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,18,3,,,"https://maps.google.com/maps?ll=-29.669196,-51.42533&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/818938?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
GUIDED HIKE,Mountain hike to Børestein,Luster,4.5,Food and Drinks,All languages welcome,Erle,"Schooled chef and waitress that love beeing social. Therefore I just opened my own bed and breakfast. Here i can combine both service and food in the scale I enjoy. Now I want to show you the best part of Luster. How me and my family have spend our time in this wild, calmfull area, since i was a little girl. A perfect day for me lookes exactly like this.",$59 per person,Any experience can be canceled and fully refunded within 24 hours of purchase.,5,6,,,"https://maps.google.com/maps?ll=61.453286,7.494776&z=15&t=m&hl=en&gl=US&mapclient=apiv3",https://www.airbnb.com/experiences/725482?currentTab=experience_tab&federatedSearchId=182e143f-6970-4a9c-8731-2e4d388334fe&searchId=bd724406-0cb4-47b2-8d13-f53b2313a4e2&sectionId=d7213cb4-8d8d-4d78-b559-30ff2a404489&source=p2
